User ID,Name,Linked Accounts,Money Sources,Total Credit Amount,Transfer Accounts,Transaction Amount,Employment Status,Education Level,Marital Status,Fraud Indicator
12755,Name 12755,1,['2260462777442826'],157091.57,"['4376136172000465', '4970093099417738', '4363419534615344']",150000.0,Unemployed,PhD,Divorced,1
12756,Name 12756,2,"['2716835638145565', '2541620757085516']",59256.99,['4076762412531481'],46111.48,Unemployed,Master,Single,0
12757,Name 12757,2,"['5104323242455822', '2720504003459605']",150829.56,"['4851041551862051', '4229515932083565', '4864250647093036']",136472.71,Student,PhD,Married,0
12758,Name 12758,2,"['2288938488333915', '2571409554111151']",267334.62,"['4824284709401307', '4797687791267431', '4797933009276438']",193156.85,Student,Master,Divorced,0
12759,Name 12759,2,['2251174306936688'],20421.98,['4427010322677796'],10044.58,Employed,Master,Single,0
12760,Name 12760,2,['2593628417351266'],177272.46,['4004027823611513'],150000.0,Unemployed,PhD,Divorced,1
12761,Name 12761,1,['2718419095366358'],150000.0,['4223229719295071'],127214.53,Employed,High School,Divorced,0
12762,Name 12762,2,['2555881821536271'],103259.24,['4915283056434101'],98619.64,Student,Master,Single,0
12763,Name 12763,1,['2720326772337865'],162355.57,"['4903687057716874', '4495765712598848', '4126042937670480']",83631.24,Employed,Master,Single,0
12764,Name 12764,1,"['2418938600521234', '5117133849562994']",88344.46,['4970754097330369'],150000.0,Employed,Bachelor,Single,0
12765,Name 12765,2,"['5153860227132686', '2277847329249482']",270590.63,['4217442909271855'],132991.67,Unemployed,Master,Married,0
12766,Name 12766,1,['2661107184846938'],30117.19,['4258661344373253'],19450.93,Unemployed,PhD,Divorced,0
12767,Name 12767,1,"['5590967118813315', '5525084375521142']",70190.15,['4730618943651156'],24854.79,Employed,PhD,Married,0
12768,Name 12768,1,['2642882650930846'],146990.69,['4359567507626577'],150000.0,Employed,PhD,Married,0
12769,Name 12769,2,"['2284991326678094', '2240304512020449']",120798.87,['4311607530301389'],69107.0,Employed,Bachelor,Married,0
12770,Name 12770,1,"['5516969331269458', '2285461042278206']",169716.92,['4388771872087325'],76923.15,Employed,Bachelor,Married,0
12771,Name 12771,2,"['5552520795794799', '5486051474977613']",66094.67,['4643320413473866'],17193.75,Student,Master,Divorced,0
12772,Name 12772,2,"['2382021891896599', '2250019203878601']",150000.0,['4438817945474584'],132362.58,Employed,High School,Divorced,0
12773,Name 12773,1,['2275772876405752'],277788.9,['4336050971469566'],240476.65,Unemployed,PhD,Single,1
12774,Name 12774,1,"['2705985169789886', '5305157427832505']",101155.53,"['4936453876704547', '4800055851621548', '4975405175533417']",23779.43,Unemployed,PhD,Divorced,0
12775,Name 12775,2,"['2715207510328472', '2285402423476548']",176666.2,['4864931023049771'],45840.54,Student,Bachelor,Single,0
12776,Name 12776,1,"['5111886281020815', '5531841756845784']",169191.14,['4120509641086027'],98764.2,Student,Bachelor,Married,0
12777,Name 12777,2,"['5351405365740104', '2353474820166276']",158846.49,['4889055681773372'],98759.42,Unemployed,High School,Single,0
12778,Name 12778,2,"['2667850257338499', '2268672333320983']",270797.26,['4015024183885305'],138747.66,Employed,Bachelor,Divorced,0
12779,Name 12779,2,['2717328730996282'],93077.62,['4435461111691722'],55128.73,Unemployed,PhD,Married,0
12780,Name 12780,3,['2247340758721285'],285609.95,['4717185749049925'],63617.43,Student,Bachelor,Divorced,1
12781,Name 12781,3,['5542795644449737'],242336.81,['4951450207817972'],188813.79,Unemployed,Bachelor,Divorced,1
12782,Name 12782,1,"['2610738140632996', '2609673800715588']",81343.09,['4610228092757567'],50313.18,Employed,Master,Married,0
12783,Name 12783,2,"['2701989206336341', '2720593529642695']",176703.86,['4532200495817889'],135802.25,Student,Bachelor,Single,0
12784,Name 12784,1,['2230520195957522'],127537.17,['4136713931760463'],93918.98,Student,High School,Divorced,0
12785,Name 12785,2,"['2229441781488397', '5462299971265747']",109175.49,['4305477616790717'],22251.36,Employed,Master,Divorced,0
12786,Name 12786,3,"['2700672284200214', '2253008038369768']",241414.75,['4613373503487631'],197575.31,Student,High School,Single,0
12787,Name 12787,1,"['2708571065484892', '5225872285730479']",269096.78,['4475616544168819'],267629.45,Student,High School,Single,0
12788,Name 12788,2,['5464583891086756'],170574.38,['4676046473761698'],124563.92,Unemployed,Master,Single,1
12789,Name 12789,1,['2298564497545220'],286788.45,"['4791220792980830', '4171713241459695', '4152618621264248']",81707.14,Student,Master,Single,0
12790,Name 12790,1,"['2683353578460522', '2694720713749604']",235573.65,['4904977600066680'],196466.7,Employed,Master,Married,0
12791,Name 12791,3,"['5564043001748075', '2247964839796568']",213210.61,['4493863954548985'],97258.58,Unemployed,Bachelor,Married,1
12792,Name 12792,2,"['2298601586886881', '2704850217203432']",291302.37,['4519335505353132'],103889.43,Unemployed,Master,Married,0
12793,Name 12793,1,"['2711692432132454', '5197430098364939', '2276918491251407']",265212.58,['4701599978746894'],233627.58,Employed,Master,Divorced,1
12794,Name 12794,2,['2284586850435521'],297451.34,['4787940980517914'],78119.78,Unemployed,Master,Single,1
12795,Name 12795,1,['2274565519100132'],260948.13,['4074383196445210'],124195.67,Employed,PhD,Married,0
12796,Name 12796,1,['2288846227581738'],150000.0,"['4973424664385751', '4275545204847531', '4146797259753026']",135953.72,Student,High School,Married,0
12797,Name 12797,1,['2240725105820136'],183741.18,['4057064238208250'],157192.86,Employed,Master,Married,1
12798,Name 12798,2,"['2228025094789665', '2227071631606369', '2543628525750020']",276461.63,['4225001991473520'],241201.86,Unemployed,High School,Married,1
12799,Name 12799,2,['2328282833775468'],170664.57,['4097605318372457'],86943.38,Student,Master,Married,0
12800,Name 12800,1,['2287884990912096'],168347.98,['4106215416268034'],135866.38,Student,Master,Single,0
12801,Name 12801,2,['5312909656583162'],157423.82,['4807230469286546'],41714.51,Student,Master,Divorced,0
12802,Name 12802,3,"['5454619232669637', '2223371223106909']",74733.52,"['4226970127634057', '4013323011482547', '4515062060111945']",50034.31,Student,Bachelor,Single,0
12803,Name 12803,2,"['5259629366403411', '2311987368221469']",219936.85,['4880548473950397'],47577.93,Unemployed,PhD,Married,0
12804,Name 12804,2,['2701420502118951'],197151.38,['4256429199926084'],134320.73,Employed,High School,Divorced,0
12805,Name 12805,2,['2720953045149676'],106367.12,['4074145131934735'],40744.9,Employed,Master,Single,0
12806,Name 12806,3,['2637303441506339'],211919.16,['4370016771727831'],43601.09,Employed,High School,Divorced,1
12807,Name 12807,3,"['2288328701093761', '5232047554185579']",127074.78,['4667417877452062'],116491.48,Student,Bachelor,Single,0
12808,Name 12808,1,['2720259755858674'],291381.48,"['4071718100742330', '4931490472127983', '4383752781802231']",239009.37,Unemployed,Master,Married,1
12809,Name 12809,2,['2257493272212922'],250148.0,['4986762593143162'],163303.38,Unemployed,Master,Single,1
12810,Name 12810,2,['5289490305697702'],83593.4,['4457530798811796'],25859.79,Unemployed,Master,Divorced,0
12811,Name 12811,1,"['2594553154194480', '5118645167794981']",158564.54,['4059833565339062'],133764.82,Student,PhD,Divorced,0
12812,Name 12812,1,['2443648829713822'],165429.78,['4768238883293995'],102119.16,Employed,High School,Divorced,0
12813,Name 12813,1,['2270190684795022'],241063.7,['4105131728448555'],65741.14,Student,Bachelor,Single,0
12814,Name 12814,2,['5512691134909502'],46707.82,['4076974164600493'],25936.29,Student,Bachelor,Married,0
12815,Name 12815,1,['2229449149026601'],18387.53,['4710082104999579'],5729.34,Employed,PhD,Single,0
12816,Name 12816,2,['5223414920198218'],281693.69,"['4455206619745859', '4689987458758750', '4384649386666780']",242650.78,Student,PhD,Married,1
12817,Name 12817,2,"['5263830751459646', '2720105734732227']",142041.87,['4067152908587315'],112235.71,Student,High School,Married,0
12818,Name 12818,1,['2251143705701407'],21920.48,['4745588826841179'],10622.94,Employed,PhD,Single,0
12819,Name 12819,2,['2332812677453436'],166105.75,['4729390866194449'],103658.94,Unemployed,PhD,Single,1
12820,Name 12820,1,['2283032615331797'],130942.4,"['4127843676210878', '4886757654225818', '4382584701737192']",40872.29,Employed,Master,Divorced,0
12821,Name 12821,2,['2255453949030166'],271340.06,['4509587841096666'],228354.25,Employed,High School,Married,1
12822,Name 12822,1,"['5545708912913224', '2431384759270161']",73299.46,['4582731797464680'],63128.16,Employed,Bachelor,Divorced,0
12823,Name 12823,3,"['2274969665117371', '2222254668529838']",86847.19,['4848805752601914'],63893.09,Student,PhD,Divorced,0
12824,Name 12824,1,['2225387392510893'],196836.55,['4156234688573731'],96588.81,Unemployed,Bachelor,Married,1
12825,Name 12825,2,['2297502246809118'],196870.63,['4050132017078744'],150000.0,Student,Bachelor,Married,0
12826,Name 12826,1,"['5118784334635767', '5301722938108788']",242327.81,['4907160425256250'],185573.52,Student,PhD,Single,0
12827,Name 12827,1,['2422657074197420'],209014.88,['4235274153229901'],175799.03,Student,Master,Single,1
12828,Name 12828,1,"['2628919302163745', '2647482218548720']",274893.9,['4190804719221498'],253366.15,Student,Master,Divorced,0
12829,Name 12829,1,"['2473226624862657', '5250149353165484']",258991.82,['4172157067167751'],150000.0,Unemployed,PhD,Married,0
12830,Name 12830,2,"['2687164394153183', '2258597598933232']",28635.47,"['4645302902534042', '4536276896947018', '4872478320503035']",7671.12,Employed,PhD,Married,0
12831,Name 12831,2,"['2271081875739144', '5121722507179507']",270530.65,['4191342125062890'],208664.85,Student,High School,Divorced,0
12832,Name 12832,2,"['2410175903477669', '2277101147090573', '2635497415834909']",10137.94,['4861481944653312'],2674.41,Student,High School,Single,0
12833,Name 12833,1,['2242747095937678'],200045.96,['4850942938690696'],102794.89,Student,Master,Divorced,0
12834,Name 12834,1,['5258832454699798'],150000.0,['4100227794864744'],70455.69,Student,Master,Divorced,0
12835,Name 12835,2,['2240649651111742'],71325.53,['4086492686466911'],22700.47,Student,High School,Single,0
12836,Name 12836,2,"['5522695961985855', '5599776523027507', '5404627013585865']",209615.28,['4809495175826350'],207864.16,Student,High School,Divorced,1
12837,Name 12837,2,"['5343121201888160', '2290244072424228']",286179.85,['4107806898619899'],272595.61,Unemployed,High School,Single,0
12838,Name 12838,2,['2271348294116737'],29477.01,['4163336064029294'],22782.53,Employed,Bachelor,Married,0
12839,Name 12839,2,"['5223552503702219', '2266854054127068']",160150.11,['4355040725808215'],128849.6,Student,Master,Single,0
12840,Name 12840,1,['5113400102683500'],238140.92,['4629512192678578'],210687.16,Unemployed,Bachelor,Married,1
12841,Name 12841,2,"['5372607313292790', '2243367589875141', '5267262566310382']",65261.56,['4504179976045802'],24362.62,Student,Master,Single,0
12842,Name 12842,1,"['2275435357577370', '5170978866841463']",240500.32,['4817664036812764'],223246.97,Employed,Bachelor,Married,0
12843,Name 12843,1,"['2708379825265175', '2288768647399162']",132930.6,['4934254353352202'],93775.9,Unemployed,High School,Single,0
12844,Name 12844,2,"['2325483431037086', '5470648139594531']",110457.2,['4680610411282267'],94589.93,Student,High School,Divorced,0
12845,Name 12845,1,['2261522510204103'],119741.33,"['4571088799858358', '4350237601292648', '4832645539600062']",72569.99,Student,Bachelor,Divorced,0
12846,Name 12846,1,['2720816273542120'],98640.15,"['4181243431624633', '4376939524215594', '4159651714884088']",61432.28,Student,High School,Married,0
12847,Name 12847,1,['2434489962118912'],170975.23,"['4589017539046362', '4196012415634089', '4684755282262207']",117643.08,Unemployed,Bachelor,Divorced,1
12848,Name 12848,1,['2720368712233606'],23990.51,['4882929215202883'],19082.95,Employed,Master,Married,0
12849,Name 12849,2,['2233389887254466'],247058.7,['4875071879161987'],120290.16,Employed,Master,Divorced,0
12850,Name 12850,1,"['5118607039273933', '5496945839477573', '2236368932388823']",45047.58,['4240556882130142'],21325.92,Employed,PhD,Married,0
12851,Name 12851,2,"['2287243053833535', '5353758084228100', '2298698847127162']",290556.12,['4965723021549482'],210174.32,Unemployed,Bachelor,Married,1
12852,Name 12852,1,['2274608043389639'],263107.7,['4649329699428860'],224011.38,Employed,Bachelor,Single,1
12853,Name 12853,2,['2235591409022465'],192859.11,['4955779409228158'],116606.28,Unemployed,PhD,Divorced,1
12854,Name 12854,2,"['2227328594702464', '2532604486043443', '5467377539694502']",130281.36,['4290155989901882'],37943.69,Student,High School,Single,0
12855,Name 12855,2,"['2599960362239236', '2225267182981019']",264764.16,['4052793471336874'],153243.39,Employed,Bachelor,Single,0
12856,Name 12856,1,"['2234326249548119', '2453670532482021']",145979.28,['4554318218556619'],77765.27,Unemployed,Bachelor,Divorced,0
12857,Name 12857,1,['5156063667601925'],263952.69,['4017277615246748'],252939.7,Unemployed,High School,Single,1
12858,Name 12858,1,['5304446170284720'],150000.0,['4530092210564975'],110046.15,Unemployed,Master,Divorced,0
12859,Name 12859,3,"['2285376943123394', '2273075663403002']",204841.49,"['4419507937997725', '4888970874816344', '4318731045510160']",150000.0,Unemployed,PhD,Married,1
12860,Name 12860,1,['2389800565763893'],276927.84,['4632503533863156'],152994.88,Student,Bachelor,Divorced,1
12861,Name 12861,2,['2226004213888759'],187720.51,['4738065491137802'],46698.48,Unemployed,High School,Single,1
12862,Name 12862,2,['5333256008926433'],179331.33,['4756581383470520'],59827.42,Unemployed,PhD,Divorced,1
12863,Name 12863,2,['2700296103705789'],32293.87,['4899815334681217'],27641.73,Employed,Master,Single,0
12864,Name 12864,1,['2708891838816794'],46714.66,['4514500300148459'],22341.05,Employed,Bachelor,Married,0
12865,Name 12865,2,"['2321953968397107', '2284752640987599']",129098.38,['4807668387303721'],150000.0,Student,PhD,Divorced,0
12866,Name 12866,2,['2278316728904336'],208267.38,['4788257018976122'],123913.1,Student,PhD,Single,0
12867,Name 12867,2,['2720369987121997'],105981.44,['4393356948856631'],36346.3,Student,Master,Married,0
12868,Name 12868,2,"['2720579676117813', '5372642365147451']",231794.02,['4024849755099557'],111771.06,Employed,PhD,Married,0
12869,Name 12869,3,"['2520629809345302', '2253231085462852']",190512.61,"['4299813097925844', '4390197964737062', '4652857639196720']",100390.33,Student,PhD,Divorced,0
12870,Name 12870,1,['2348149965076823'],150000.0,['4253188316159267'],57574.03,Student,High School,Single,0
12871,Name 12871,1,"['2287843748359935', '5146320419148859']",258170.38,['4408729113185189'],165908.84,Employed,PhD,Single,0
12872,Name 12872,1,['5470453407551747'],109749.38,['4064456604478064'],102448.93,Employed,Master,Single,0
12873,Name 12873,3,['2268400391069809'],182472.27,"['4286950323132400', '4282108654062654', '4133286128434823']",85632.5,Student,High School,Married,1
12874,Name 12874,2,['2702844219617642'],278268.78,['4506726801471401'],229972.78,Employed,Master,Single,1
12875,Name 12875,2,"['2719469944831895', '2705925003298884']",178303.65,['4001805715094754'],151921.77,Unemployed,PhD,Single,0
12876,Name 12876,2,"['2264080822875992', '2538682581604867']",70763.89,['4670843059397475'],58963.9,Employed,High School,Single,0
12877,Name 12877,2,['5443059887073526'],265595.64,['4468440832165521'],178515.12,Student,Bachelor,Single,1
12878,Name 12878,2,['2361703834030262'],11980.25,['4003281216460241'],7090.32,Employed,PhD,Divorced,0
12879,Name 12879,2,['2295534397263391'],169885.85,['4255763747284708'],112248.46,Student,High School,Married,0
12880,Name 12880,1,"['2499241070389105', '5210231254478270', '2702296533679024']",255374.5,['4181927568042656'],219809.57,Unemployed,Master,Single,1
12881,Name 12881,1,"['2445174977319187', '2719840389418242']",77446.17,['4355526832694431'],63584.12,Unemployed,Master,Divorced,0
12882,Name 12882,2,['5497116657621663'],200525.53,['4165353735829992'],126707.19,Unemployed,Master,Single,1
12883,Name 12883,1,"['5488031027734982', '2656554465348273']",150470.14,['4251420927972073'],97470.95,Student,PhD,Divorced,0
12884,Name 12884,2,"['2230035340959067', '2272077779547749']",193607.16,['4677477056500089'],150000.0,Employed,Bachelor,Married,0
12885,Name 12885,2,['2712092742677562'],160319.06,['4828994916557297'],71214.09,Student,PhD,Divorced,0
12886,Name 12886,1,['5537826946028403'],77521.94,['4710002513830595'],28688.56,Employed,High School,Single,0
12887,Name 12887,1,"['5255905042447459', '2228767065098382', '2241437019787257']",88945.88,['4552756011259240'],46208.62,Student,PhD,Married,0
12888,Name 12888,2,['2269830563903535'],231796.18,['4910147207425083'],158387.31,Student,Master,Divorced,1
12889,Name 12889,1,"['2562998591395018', '2222577117734827']",25090.29,['4438471696668307'],150000.0,Student,PhD,Married,0
12890,Name 12890,2,"['2244844349028475', '5466788005282971']",173302.74,['4751954997044152'],105521.42,Student,High School,Single,0
12891,Name 12891,2,"['5576464846405901', '2225555137173496']",83311.25,['4666061187871362'],64497.72,Employed,Bachelor,Divorced,0
12892,Name 12892,1,"['2221207074490434', '5425098462046848']",150000.0,['4014219204705109'],141496.23,Unemployed,High School,Single,0
12893,Name 12893,1,['2253106350247818'],275197.57,['4360521065525694'],85429.43,Unemployed,Bachelor,Single,1
12894,Name 12894,2,['5332470158456551'],205798.55,['4702260950289648'],100542.73,Student,PhD,Single,0
12895,Name 12895,3,"['2271235414799288', '5163344700772084']",150000.0,"['4573487362880096', '4159179689093782', '4787237857718851']",139992.11,Unemployed,Bachelor,Divorced,1
12896,Name 12896,1,"['5488564340608020', '2298741120654963']",46958.28,['4411452840629370'],23693.96,Student,Bachelor,Married,0
12897,Name 12897,2,['5445245183382814'],91621.31,['4938079739915786'],63593.48,Student,Bachelor,Married,0
12898,Name 12898,2,"['2715900979920868', '2242770785630734', '2629036246541560']",32015.16,['4965115738689265'],14025.23,Employed,Bachelor,Single,0
12899,Name 12899,1,"['5502086345589163', '2266142519874346']",216928.06,['4547027732431510'],176712.29,Unemployed,High School,Single,0
12900,Name 12900,2,"['2553517653888701', '2253713726734088']",263153.86,['4034962132249031'],188635.93,Employed,PhD,Single,0
12901,Name 12901,1,['2720346304543822'],299217.86,['4370518921741778'],220789.56,Student,High School,Married,1
12902,Name 12902,1,"['2334473200871657', '2226919651222577']",93277.87,['4444924120439432'],66221.56,Unemployed,PhD,Divorced,0
12903,Name 12903,1,['2245046856529163'],219660.96,['4135899158996731'],110445.53,Unemployed,Bachelor,Single,1
12904,Name 12904,1,['2262160395030514'],280117.24,"['4063481605496650', '4904142565096491', '4956931225993619']",206602.31,Employed,Bachelor,Divorced,1
12905,Name 12905,2,"['5448631918932964', '2701773966242786']",135655.13,['4989356963162626'],124478.53,Employed,Master,Single,0
12906,Name 12906,1,['2289909738205343'],155620.34,"['4778363597164692', '4977813023597625', '4230374556041054']",144867.51,Student,High School,Divorced,0
12907,Name 12907,1,['5575210870392767'],158070.73,['4686158296860751'],80848.86,Employed,Bachelor,Single,0
12908,Name 12908,2,"['5187404536643958', '2242105026395310', '5315340279278369']",255769.8,['4179105678544317'],217427.94,Unemployed,Master,Single,1
12909,Name 12909,2,['5460238540043468'],144370.54,['4644487411338612'],126086.01,Unemployed,Bachelor,Married,0
12910,Name 12910,1,['2558968790707806'],283368.65,"['4209130685325736', '4183187776150274', '4908694995686974']",90575.5,Unemployed,PhD,Single,1
12911,Name 12911,1,"['5143222607149785', '2274792764803703']",21325.65,['4647298929547587'],17611.43,Employed,Master,Divorced,0
12912,Name 12912,1,['2222411411919282'],278609.09,"['4654733574345317', '4840019947949422', '4655884882177238']",60821.09,Employed,High School,Married,0
12913,Name 12913,3,['2278200481293261'],123914.65,['4447116921609977'],99737.75,Employed,High School,Divorced,0
12914,Name 12914,2,"['2301028691466729', '5482253480013284']",179469.74,['4293045065941208'],119058.65,Student,High School,Married,0
12915,Name 12915,2,"['2234734224330512', '2720427939971768']",97483.78,['4784108031592822'],89722.0,Employed,Bachelor,Divorced,0
12916,Name 12916,3,['5593856055370628'],298178.58,['4349122577453495'],274253.67,Student,Master,Divorced,1
12917,Name 12917,3,['2338154191018427'],166636.93,['4938279822643572'],113183.85,Unemployed,PhD,Married,1
12918,Name 12918,1,"['2421826982795499', '5514009522485316']",244245.67,['4816652246748424'],231919.86,Unemployed,Master,Divorced,0
12919,Name 12919,2,"['2710977563507231', '2718297592526496']",265976.17,"['4215174163546431', '4560564409929774', '4680145658783032']",212075.31,Employed,High School,Divorced,0
12920,Name 12920,3,"['2256447146525712', '2261146945250356']",148381.5,"['4948461902079384', '4151521629994363', '4819251089064499']",109098.41,Unemployed,High School,Divorced,1
12921,Name 12921,2,"['5275573582551498', '2711729814670220']",19838.04,['4730577083237764'],4078.18,Student,Bachelor,Married,0
12922,Name 12922,1,"['2296708923641937', '2719454349417276']",284367.06,['4326020408279278'],254102.34,Unemployed,Bachelor,Divorced,0
12923,Name 12923,1,"['2254322374914510', '2236552243147222']",78256.22,['4300473615474192'],39544.14,Employed,Master,Single,0
12924,Name 12924,1,"['5344163864858360', '2460151872967963']",42437.54,['4319566205190802'],40233.29,Employed,High School,Single,0
12925,Name 12925,1,['5336648049420441'],170672.33,['4692641553380755'],150000.0,Unemployed,Bachelor,Divorced,1
12926,Name 12926,1,"['2708051072233749', '2272355141238159', '2709590134313055']",250644.89,['4648206172657689'],75913.65,Unemployed,Master,Single,1
12927,Name 12927,1,['5462435532167697'],163902.14,['4316590705032978'],48215.0,Unemployed,PhD,Married,1
12928,Name 12928,1,"['2287010361423097', '2626241159613462']",139716.43,['4466001837574380'],40912.25,Employed,High School,Divorced,0
12929,Name 12929,3,['2272207782855025'],192584.06,"['4943820250403915', '4034296714483670', '4024179817866607']",105090.13,Student,High School,Divorced,1
12930,Name 12930,1,"['2289181774030338', '2286995200016055']",22415.81,['4565650113637301'],150000.0,Unemployed,Bachelor,Single,0
12931,Name 12931,1,['2295059688019138'],72710.72,['4959455233441665'],43658.46,Employed,High School,Married,0
12932,Name 12932,2,['2243433449145362'],221743.14,['4179587501085271'],150000.0,Employed,PhD,Single,0
12933,Name 12933,2,['5307745240791144'],105773.34,"['4967416641380374', '4762792331506479', '4573755628831834']",54930.96,Student,PhD,Married,0
12934,Name 12934,2,['2720432729504183'],271881.95,"['4266259488216741', '4252762713750877', '4720692645893327']",204981.41,Unemployed,Bachelor,Divorced,1
12935,Name 12935,3,"['2678272410740627', '2282316953355117']",252987.32,['4965114636476800'],172573.19,Student,Bachelor,Married,0
12936,Name 12936,1,['2627232329165912'],256405.57,"['4091659086973380', '4511911058949407', '4858243344649570']",174576.91,Unemployed,High School,Single,1
12937,Name 12937,1,['5237396039878885'],255557.24,['4018960233170148'],88188.65,Unemployed,High School,Divorced,1
12938,Name 12938,1,['5376671382261553'],138439.83,['4708962494531229'],123811.79,Student,Bachelor,Divorced,0
12939,Name 12939,1,['5522486537452343'],150000.0,['4518933256146415'],64666.61,Unemployed,Bachelor,Married,0
12940,Name 12940,1,['2222936461597620'],119627.28,['4430227746627893'],40206.52,Student,High School,Married,0
12941,Name 12941,2,"['2507298086259292', '2720644118427152', '2713001279312880']",274132.19,['4672876541033793'],112498.56,Employed,Master,Single,0
12942,Name 12942,2,['5414504036535664'],222897.62,['4271420320055431'],133428.95,Employed,Master,Married,0
12943,Name 12943,2,['2262016983704169'],229189.66,['4590266769394524'],221244.2,Employed,Bachelor,Divorced,1
12944,Name 12944,1,"['2222602374684307', '2294733606465323']",109272.73,['4881773595663426'],150000.0,Employed,PhD,Married,0
12945,Name 12945,2,['5352892685762059'],17242.38,['4842396859043107'],150000.0,Unemployed,High School,Married,0
12946,Name 12946,3,['5107198295643988'],281087.47,['4969146077300038'],63770.8,Unemployed,Bachelor,Married,1
12947,Name 12947,2,"['5383677537163553', '2713857339314095', '2254420886722494']",11278.44,['4306337002177086'],4884.98,Employed,PhD,Divorced,0
12948,Name 12948,1,['2277055461601359'],204716.65,['4430133057730245'],63162.83,Unemployed,Master,Married,1
12949,Name 12949,2,['2241563082388457'],150000.0,['4936485604275374'],132165.1,Student,Master,Single,0
12950,Name 12950,1,"['2253738927940358', '2365887105881705', '2290587566464997']",180401.85,['4865108414323912'],156070.72,Student,Bachelor,Divorced,1
12951,Name 12951,2,['2394182276064124'],288174.27,['4575648990602404'],150000.0,Student,PhD,Married,0
12952,Name 12952,2,"['2712972817409365', '2719655398485952']",51520.59,['4528792599802946'],48061.78,Employed,Bachelor,Single,0
12953,Name 12953,3,"['2248682029823880', '2292411104970449']",115680.67,['4975004766663244'],78882.25,Employed,PhD,Divorced,0
12954,Name 12954,2,"['5538284052956182', '5464982648283411']",217679.5,['4559407981975158'],156109.31,Unemployed,Master,Divorced,0
12955,Name 12955,2,['2229714625290306'],76382.33,['4827792955926196'],150000.0,Student,High School,Single,0
12956,Name 12956,2,['2297112675385778'],217155.6,['4849349625162506'],118637.57,Student,PhD,Divorced,0
12957,Name 12957,2,"['2280127580024675', '5495077342512794']",113917.15,['4567793684902627'],30828.09,Student,PhD,Single,0
12958,Name 12958,3,"['5416428358662104', '5253428908509033', '2243498444699168']",240259.08,['4994645479433627'],106296.58,Employed,High School,Married,1
12959,Name 12959,1,['5485182945240132'],167827.81,"['4927403108382068', '4036217889925988', '4369126158721100']",140139.06,Employed,High School,Divorced,0
12960,Name 12960,1,"['5507110594231817', '5106361748170188']",72756.04,['4404117607778665'],34527.07,Student,Bachelor,Married,0
12961,Name 12961,2,['2292230996711046'],249547.1,['4333313658068926'],107816.21,Unemployed,High School,Divorced,1
12962,Name 12962,1,"['2254512210305275', '2572939611560809']",69841.01,['4165052928998628'],25144.44,Student,High School,Divorced,0
12963,Name 12963,1,"['2268710683946286', '5157611026441547']",148196.81,['4790680670161822'],70781.76,Employed,High School,Divorced,0
12964,Name 12964,2,['5206485091003917'],25754.14,['4021447348803339'],17440.31,Student,High School,Single,0
12965,Name 12965,3,['5437212720027690'],290365.24,['4313753081877290'],203643.24,Employed,Master,Single,1
12966,Name 12966,1,['2269944175920942'],244476.47,['4260432880808003'],122553.18,Unemployed,Master,Single,1
12967,Name 12967,1,['2272361458348938'],112569.04,['4821098726323226'],85728.19,Employed,Master,Married,0
12968,Name 12968,2,"['2704642448630826', '2254156072388399']",20721.09,['4581829800014244'],13834.54,Employed,PhD,Single,0
12969,Name 12969,2,['2287785450963059'],51635.06,['4602338999441460'],33893.18,Student,Bachelor,Married,0
12970,Name 12970,2,"['2275926064016348', '2261498959693819']",179018.23,['4645526773926487'],96326.99,Unemployed,PhD,Married,0
12971,Name 12971,1,"['2715574729583845', '2720687642113350']",235923.21,['4184417571376959'],228174.1,Student,PhD,Divorced,0
12972,Name 12972,2,['2712002436584057'],76379.05,['4668591372865850'],66612.38,Student,High School,Single,0
12973,Name 12973,1,"['2229725065578786', '2251574187240813']",227860.23,"['4215771176624905', '4812569087387803', '4130996866740941']",166214.44,Unemployed,PhD,Single,1
12974,Name 12974,2,['2293603452833299'],175502.3,['4030735515430996'],132848.91,Student,High School,Married,0
12975,Name 12975,2,['5451606155962274'],150000.0,"['4841875654964204', '4202049216174677', '4053114519039520']",52655.59,Student,Master,Divorced,0
12976,Name 12976,1,"['2642018447890064', '2287340224487298', '2240545843375411']",42932.85,['4757943558438147'],26186.09,Student,Master,Single,0
12977,Name 12977,1,"['5518168862045910', '2284325538739396']",84955.07,['4460056201471510'],83134.06,Student,PhD,Married,0
12978,Name 12978,2,"['2247269695253310', '5333724231497381']",117765.33,['4123738199413690'],35321.18,Student,Bachelor,Married,0
12979,Name 12979,2,['5361868276230168'],214290.05,['4244858951111151'],53696.66,Unemployed,Bachelor,Divorced,1
12980,Name 12980,1,['2495744038915212'],125246.58,['4191678960020166'],79300.55,Employed,Bachelor,Divorced,0
12981,Name 12981,2,"['2288937606450130', '2254276488106985']",150000.0,['4891031826462920'],80023.05,Employed,PhD,Single,0
12982,Name 12982,1,"['2597190780058750', '2240124316070352', '2720501060169143']",234220.9,['4570645080033743'],100516.22,Employed,PhD,Divorced,0
12983,Name 12983,2,"['5456702689276847', '2348010142614516']",81269.87,['4723289782816364'],150000.0,Student,High School,Divorced,0
12984,Name 12984,2,"['2279321471812321', '2279520140516615']",134127.06,['4941826955123015'],57850.28,Student,Master,Single,0
12985,Name 12985,2,['2260090737871428'],123208.93,['4985662583943285'],108742.48,Student,PhD,Divorced,0
